x_mm,y_mm,z_mm
876.6861917859801,-31.443701328661724,0.0
877.0681115640202,-32.36626410109884,0.0
877.4483414196737,-33.28952458458636,0.0
877.8265175555659,-34.21362811378144,0.0
878.2022930931012,-35.1387103322085,0.0
878.5753359201642,-36.06489780999389,0.0
878.9453267519514,-36.99230861250031,0.0
879.3119573796251,-37.92105281932406,0.0
879.6749290849903,-38.85123299398093,0.0
880.0339512010504,-39.78294460329877,0.0
880.3887398032571,-40.71627639297813,0.0
880.7390165130204,-41.65131071243909,0.0
881.0845074032067,-42.588123798439824,0.0
881.4249419922671,-43.5267860147889,0.0
881.7600523172005,-44.46736205073921,0.0
882.0895720764497,-45.40991107943854,0.0
882.4132358350117,-46.354486877652704,0.0
882.7307782851152,-47.30113790780669,0.0
883.0419335567768,-48.24990736320509,0.0
883.3464345724879,-49.20083317740782,0.0
883.6440124347448,-50.15394800035815,0.0
883.9343958420266,-51.10927914227091,0.0
884.2173105380051,-52.06684848075197,0.0
884.4924787943282,-53.026672333199414,0.0
884.7596189248521,-53.98876129217855,0.0
885.0184448307882,-54.95312002440997,0.0
885.2686655764984,-55.9197470327835,0.0
885.5099849963584,-56.88863438090523,0.0
885.7421013337272,-57.859767379631734,0.0
885.9647069137075,-58.83312423503524,0.0
886.1774878520191,-59.808675657273,0.0
886.3801238029977,-60.78638442992022,0.0
886.5722877504072,-61.766204939470555,0.0
886.7536458454765,-62.7480826649187,0.0
886.9238572973084,-63.73195362763913,0.0
887.0825743215519,-64.71774380215518,0.0
887.2294421549758,-65.70536848873998,0.0
887.3640991583002,-66.69473164760619,0.0
887.4861770303761,-67.68572519646754,0.0
887.5953011240056,-68.6782282793374,0.0
887.6910908656304,-69.67210651284815,0.0
887.773160289086,-70.667211216358,0.0
887.8411186940721,-71.66337863339774,0.0
887.8945714401632,-72.66042915411226,0.0
887.9331208869601,-73.65816654925793,0.0
887.9563674906041,-74.65637722922038,0.0
887.9639110659792,-75.6548295440932,0.0
887.9553522226091,-76.6532731357679,0.0
887.9302939806041,-77.65143837470474,0.0
887.8883435702943,-78.64903588687173,0.0
887.8291144164774,-79.64575620439389,0.0
887.7522283042995,-80.64126956079457,0.0
887.6573177194653,-81.63522585699333,0.0
887.5440283473395,-82.62725482394315,0.0
887.412021656015,-83.61696639970697,0.0
887.2609774686682,-84.60395132805195,0.0
887.0905965730867,-85.58778199869002,0.0
886.9006033724568,-86.56801354811911,0.0
886.6907485398275,-87.54418523389458,0.0
886.4608116328063,-88.51582208941093,0.0
886.2106036211103,-89.48243685970716,0.0
885.9399692749354,-90.44353221769519,0.0
